,Sales
211,5583.0
212,9646.0
213,7354.0
214,6842.0
215,4995.0
216,8662.0
217,4077.0
218,7229.0
219,12192.0
220,5911.0
221,8372.0
222,4995.0
223,14323.0
224,12819.0
225,12961.0
226,20064.0
227,3943.0
228,1965.0
229,4995.0
230,14641.0
231,4460.0
232,10191.0
233,13843.0
234,6349.0
235,4409.0
236,17024.0
237,13587.0
238,8855.0
239,11789.0
240,13555.0
241,10844.0
242,7408.0
243,4995.0
244,4842.0
245,4591.0
246,10577.0
247,6442.0
248,11982.0
249,5264.0
250,8001.0
251,10651.0
252,10844.0
253,6601.0
254,6587.0
255,3173.0
256,5228.0
257,5769.0
258,14924.0
259,13882.0
260,3943.0
261,6972.0
262,4462.0
263,6171.0
264,14960.0
265,7695.0
266,5883.0
267,8891.0
268,10810.0
269,13502.0
270,14781.0
271,7878.0
272,9929.0
273,18275.0
274,5683.0
275,2754.0
276,2575.0
277,8224.0
278,8991.0
279,5000.0
280,10844.0
281,14042.0
282,4030.0
283,10844.0
284,4804.0
285,7308.0
286,4823.0
287,10262.0
288,12898.0
289,9417.0
290,14871.0
291,7107.0
292,10844.0
293,4129.0
294,4804.0
295,7229.0
296,7832.0
297,3859.0
298,7354.0
299,4878.0
300,3342.0
301,4668.0
302,5216.0
303,10368.0
304,8146.0
305,12242.0
306,9134.0
307,13355.0
308,11753.0
309,4174.0
310,10844.0
311,14714.0
312,8529.0
313,11600.0
314,7295.0
315,12940.0
316,3543.0
317,6996.5
318,10262.0
319,4778.0
320,8016.0
321,10577.0
322,3841.0
323,11507.0
324,14781.0
325,16079.0
326,12898.0
327,15215.0
328,7668.0
329,6197.0
330,8996.0
331,6528.0
332,4239.0
333,4148.0
334,3971.0
335,5192.0
336,9483.0
337,18804.0
338,5201.0
339,16079.0
340,7229.0
341,9140.0
342,10953.0
343,15965.0
344,11596.0
345,4804.0
346,16079.0
347,11507.0
348,10493.0
349,7229.0
350,4544.0
351,6496.0
352,4804.0
353,13439.0
354,6540.0
355,4591.0
356,4437.0
357,6151.0
358,7754.0
359,10262.0
360,8016.0
361,4781.0
362,4668.0
363,14594.0
364,14231.0
365,8366.0
366,9646.0
367,7295.0
368,5162.0
369,6860.0
370,6216.0
371,5192.0
372,4823.0
373,3919.0
374,2754.0
375,9794.0
376,11667.0
377,7594.0
378,6117.0
379,11087.0
380,15603.0
381,15129.0
382,4823.0
383,8610.0
384,12524.0
385,3847.0
386,10262.0
387,1965.0
388,4804.0
389,16079.0
390,13292.0
391,6751.0
392,8669.0
393,14871.0
394,12898.0
395,4319.0
396,36983.0
397,3597.0
398,11633.0
399,14960.0
400,11087.0
401,13292.0
402,12488.0
403,7631.0
404,13381.0
405,13731.0
406,11788.333333333334
407,4591.0
408,14848.0
409,8266.0
410,13355.0
411,13044.0
412,12898.0
413,12242.0
414,3943.0
415,11105.0
416,14388.0
417,15129.0
418,15411.0
419,16289.0
420,6442.0
421,10844.0
422,5678.0
423,6906.0
424,4995.0
425,14714.0
426,11793.0
427,7575.0
428,3971.0
429,8085.0
430,5403.0
431,13727.0
432,12849.0
433,5198.0
434,4878.0
435,12373.0
436,8938.0
437,6741.0
438,6805.0
439,7354.0
440,5228.0
441,10844.0
442,5298.0
443,6860.0
444,9663.0
445,4823.0
446,13381.0
447,4995.0
448,9663.0
449,7064.0
450,10262.0
451,13013.0
452,14079.0
453,4937.0
454,6818.0
455,13007.0
456,5177.0
457,3858.0
458,7081.0
459,6795.0
460,7354.0
461,7229.0
462,4957.0
463,7648.0
464,3873.0
465,14388.0
466,5618.0
467,7469.0
468,13774.0
469,4668.0
470,12341.0
471,8669.0
472,6316.0
473,12583.0
474,7923.0
475,7378.0
476,5613.0
477,10844.0
478,7229.0
479,5583.0
480,8529.0
481,13727.0
482,6643.0
483,10197.0
484,4491.0
485,6482.0
486,26890.0
487,3717.0
488,3597.0
489,10846.0
490,26092.0
491,5177.0
492,15428.0
493,6442.0
494,5704.0
495,8586.0
496,14714.0
497,5406.0
498,8610.0
499,14300.0
500,4823.0
501,2227.0
502,12373.0
503,8372.0
504,19828.0
505,3100.0
506,14053.0
507,3540.0
508,9345.0
509,10368.0
510,26890.0
511,5755.0
512,7832.0
513,14388.0
514,14588.0
515,22096.0
516,3687.0
517,9205.0
518,7695.0
519,4423.0
520,6610.0
521,5583.0
522,6752.0
523,3543.0
524,7832.0
525,10991.0
526,12898.0
527,12898.0
528,3398.0
529,5201.0
530,13873.0
531,7384.0
532,10262.0
533,10031.0
534,12384.0
535,7757.0
536,17261.0
537,7718.0
538,7229.0
539,4174.0
540,5699.0
541,4880.0
542,15284.0
543,13759.0
544,12312.0
545,4392.0
546,10262.0
547,3841.0
548,5048.0
549,11096.0
550,5073.0
551,19828.0
552,3739.0
553,12797.0
554,7229.0
555,9187.0
556,6216.0
557,6961.0
558,10703.0
559,14151.0
560,9663.0
561,4488.0
562,7408.0
563,5443.0
564,10539.0
565,10550.0
566,15273.0
567,7229.0
568,4804.0
569,4050.0
570,14151.0
571,4957.0
572,7591.0
573,11134.0
574,6600.0
575,4966.0
576,13381.0
577,5515.0
578,14714.0
579,4959.0
580,7229.0
581,5201.0
582,3383.0
583,9794.0
584,5678.0
585,6442.0
586,4878.0
587,12446.0
588,15522.75
589,9134.0
590,8586.0
591,7229.0
592,6144.0
593,6961.0
594,10844.0
595,3597.0
596,7139.0
597,14221.0
598,10368.0
599,5683.0
600,8266.0
601,3873.0
602,8625.0
603,9134.0
604,13376.0
605,4943.0
606,10844.0
607,3807.0
608,9663.0
609,12373.0
610,4991.0
611,6745.0
612,10262.0
613,6540.0
614,3873.0
615,15554.0
616,4804.0
617,7438.0
618,6181.0
619,8073.0
620,9417.0
621,6987.0
622,3971.0
623,11467.0
624,7451.0
625,13817.0
626,10703.0
627,13817.0
628,27210.0
629,13941.0
630,13439.0
631,4804.0
632,6810.0
633,5198.0
634,5613.0
635,4784.0
636,5406.0
637,5228.0
638,12898.0
639,4667.0
640,14781.0
641,5403.0
642,9899.0
643,13029.0
644,9187.0
645,4823.0
646,8665.0
647,7514.0
648,4049.0
649,4667.0
650,4226.0
651,8221.0
652,22270.0
653,12898.0
654,2754.0
655,1965.0
656,18293.0
657,36235.0
658,14323.0
659,4668.0
660,11822.0
661,6017.0
662,14714.0
663,3597.0
664,3383.0
665,14960.0
666,5403.0
667,14221.0
668,8586.0
669,4049.0
670,10262.0
671,7888.0
672,8236.0
673,12961.0
674,8586.0
675,5069.0
676,3419.0
677,13882.0
678,13067.0
679,3597.0
680,15554.0
681,6069.0
682,14781.0
683,13376.0
684,5601.0
685,5842.0
686,4326.0
687,8937.0
688,3670.0
689,4823.0
690,2071.0
691,6093.0
692,11682.0
693,6220.0
694,13067.0
695,7514.0
696,8073.0
697,3858.0
698,7485.0
699,16263.0
700,8576.0
701,5228.0
702,16704.0
703,8872.0
704,3898.0
705,3543.0
706,10844.0
707,13941.0
708,8601.0
709,4878.0
710,6416.0
711,2017.0
712,10952.5
713,10031.0
714,4462.0
715,5073.0
716,4148.0
717,8601.0
718,3175.0
719,12312.0
720,12347.0
721,10877.0
722,4226.0
723,5406.0
724,8618.0
725,4174.0
726,7870.0
727,5963.0
728,10368.0
729,7681.0
730,7485.0
731,4544.0
732,4649.0
733,11982.0
734,4995.0
735,5069.0
736,3873.0
737,3873.0
738,8907.0
739,10844.0
740,10844.0
741,7757.0
742,13292.0
743,14441.0
744,4050.0
745,5460.5
746,14871.0
747,4483.0
748,7503.0
749,8040.0
750,6582.0
751,3573.0
752,5054.0
753,8792.0
754,8759.0
755,6442.0
756,8361.0
757,10031.0
758,10368.0
759,3943.0
760,14871.0
761,4995.0
762,10791.0
763,2753.0
764,4423.0
765,4409.0
766,6327.0
767,15129.0
768,9345.0
769,8085.0
770,15554.0
771,4030.0
772,21226.0
773,6795.0
774,5403.0
775,3540.0
776,6216.0
777,3359.0
778,10844.0
779,6961.0
780,4107.0
781,13069.0
782,13882.0
783,7060.0
784,13292.0
785,25430.0
786,13568.0
787,15353.0
788,3858.0
789,10031.0
790,6117.0
791,7229.0
792,10188.0
793,7686.5
794,16704.0
795,14306.0
796,7229.0
797,6943.0
798,10261.0
799,9400.0
800,13152.0
801,4077.0
802,7927.0
803,18736.0
804,8028.0
805,10759.0
806,10197.0
807,5228.0
808,9275.0
809,5277.0
810,13029.0
811,7503.0
812,13941.0
813,4668.0
814,3419.0
815,3943.0
816,6528.0
817,7229.0
818,10820.0
819,8529.0
820,8016.0
821,13029.0
822,15522.75
823,10368.0
824,8666.0
825,15554.0
826,26890.0
827,13067.0
828,4544.0
829,9345.0
830,10791.0
831,9205.0
832,9794.0
833,11142.0
834,4148.0
835,10844.0
836,9646.0
837,12475.0
838,15554.0
839,10262.0
840,6961.0
841,10262.0
842,10262.0
843,4077.0
844,3625.0
845,13378.0
846,13882.0
847,3943.0
848,6117.0
849,6152.0
850,4878.0
851,8330.0
852,4804.0
853,6711.0
854,16108.0
855,3943.0
856,15422.0
857,5460.5
858,12681.0
859,9663.0
860,6502.0
861,6015.0
862,7155.0
863,12692.0
864,8277.0
865,12797.0
866,4939.0
867,5678.0
868,10844.0
869,7280.0
870,10340.0
871,15147.0
872,13941.0
873,10953.0
874,6270.0
875,17057.0
876,8016.0
877,4760.0
878,4781.0
879,4491.0
880,12692.0
881,10493.0
882,4995.0
883,12898.0
884,9794.0
885,6961.0
886,10262.0
887,9646.0
888,15149.0
889,4205.0
890,15147.0
891,13712.0
892,12415.0
893,5192.0
894,6857.0
895,7663.0
896,11134.0
897,8586.0
898,11667.0
899,14571.0
900,13067.0
901,12373.0
902,11707.0
903,10262.0
904,12898.0
905,6442.0
906,5403.0
907,5703.0
908,9871.0
909,4174.0
910,14588.0
911,4174.0
912,4804.0
913,12681.0
914,4508.0
915,10262.0
916,15288.0
917,7198.0
918,13014.0
919,12797.0
920,3687.0
921,5530.0
922,3841.0
923,6535.0
924,19828.0
925,19907.0
926,5022.0
927,6305.0
928,8728.0
929,6015.0
930,3175.0
931,5343.0
932,7084.0
933,10657.0
934,7832.0
935,11150.0
936,25735.0
937,16263.0
938,5797.0
939,14237.0
940,10262.0
941,10262.0
942,3943.0
943,12898.0
944,3419.0
945,8033.0
946,26890.0
947,14388.0
948,14388.0
949,10844.0
950,11600.0
951,3597.0
952,10262.0
953,5694.0
954,12898.0
955,13941.0
956,12373.0
957,3841.0
958,10697.0
959,36235.0
960,2175.0
961,9476.0
962,3100.0
963,10368.0
964,2227.0
965,3841.0
966,10493.0
967,5126.0
968,4591.0
969,12797.0
970,6902.0
971,12475.0
972,10112.0
973,6627.0
974,11270.0
975,26890.0
976,13817.0
977,13364.0
978,9187.0
979,3597.0
980,13492.0
981,5162.0
982,5897.0
983,6245.0
984,17261.0
985,7485.0
986,4667.0
987,14151.0
988,6628.0
989,12557.0
990,15965.0
991,11948.0
992,8291.0
993,4990.0
994,8820.0
995,4409.0
996,8586.0
997,12507.0
998,10289.5
999,8586.0
1000,9264.0
1001,3597.0
1002,6442.0
1003,15078.0
1004,6218.0
1005,10262.0
1006,13677.0
1007,8016.0
1008,10262.0
1009,3873.0
1010,4812.0
1011,2227.0
1012,4462.0
1013,13007.0
1014,6151.0
1015,14588.0
1016,7303.0
1017,7229.0
1018,4995.0
1019,10900.0
1020,14015.0
1021,3932.5
1022,6674.0
1023,4544.0
1024,15129.0
1025,13007.0
1026,4823.0
1027,4823.0
1028,12898.0
1029,5678.0
1030,14483.0
1031,2228.0
1032,8018.0
1033,7563.0
1034,5583.0
1035,12488.0
1036,8635.0
1037,9663.0
1038,13029.0
1039,3841.0
1040,12841.0
1041,3100.0
1042,14588.0
1043,14594.0
1044,14237.0
1045,13164.0
1046,14924.0
1047,10844.0
1048,7757.0
1049,8452.0
1050,7155.0
1051,12192.0
1052,7353.0
1053,5054.0
1054,18485.0
1055,10844.0
1056,6144.0
1057,2754.0
1058,12327.0
1059,3841.0
1060,12373.0
1061,13007.0
1062,7318.0
1063,16736.0
1064,6195.0
1065,2753.0
1066,4995.0
1067,21314.0
1068,5406.0
1069,11281.0
1070,9663.0
1071,6961.0
1072,5586.0
1073,7258.0
1074,22270.0
1075,13941.0
1076,5198.0
1077,4995.0
1078,14153.0
1079,13007.0
1080,7229.0
1081,10577.0
1082,31945.0
1083,14300.0
1084,9663.0
1085,7174.0
1086,6674.0
1087,2227.0
1088,14237.0
1089,3175.0
1090,6565.0
1091,12681.0
1092,3687.0
1093,3210.0
1094,4778.0
1095,11789.0
1096,9187.0
1097,6850.0
1098,14781.0
1099,13227.0
1100,4668.0
1101,14178.0
1102,8586.0
1103,3943.0
1104,10877.0
1105,8586.0
1106,12576.0
1107,8099.0
1108,10262.0
1109,18275.0
1110,8475.0
1111,3873.0
1112,2227.0
1113,16389.0
1114,6121.0
1115,5092.0
1116,5460.5
1117,3833.5
1118,8452.0
1119,3943.0
1120,3100.0
1121,14871.0
1122,8016.0
1123,11789.0
1124,10529.0
1125,5615.0
1126,4649.0
1127,14960.0
1128,10844.0
1129,14714.0
1130,6216.0
1131,4384.0
1132,5647.0
1133,10844.0
1134,6818.0
1135,13486.0
1136,8055.0
1137,14714.0
1138,5975.0
1139,9663.0
1140,14388.0
1141,5406.0
1142,14237.0
1143,11841.0
1144,4423.0
1145,21219.0
1146,7503.0
1147,4804.0
1148,15129.0
1149,6197.0
1150,3597.0
1151,9100.0
1152,4050.0
1153,13377.0
1154,15129.0
1155,12373.0
1156,4591.0
1157,6300.0
1158,6331.0
1159,12717.0
1160,3670.0
1161,6749.0
1162,10844.0
1163,16289.0
1164,6297.0
1165,5678.0
1166,13941.0
1167,7229.0
1168,9806.0
1169,6195.0
1170,13044.0
1171,13882.0
1172,8147.0
1173,13355.0
1174,14781.0
1175,14151.0
1176,6704.0
1177,9663.0
1178,4462.0
1179,8367.0
1180,13376.0
1181,13067.0
1182,5224.0
1183,13542.0
1184,3419.0
1185,10444.0
1186,4804.0
1187,4995.0
1188,4957.0
1189,15554.0
1190,9663.0
1191,14151.0
1192,5601.0
1193,7787.0
1194,5092.0
1195,10844.0
1196,23583.0
1197,12797.0
1198,10156.0
1199,8627.0
1200,4409.0
1201,9646.0
1202,13817.0
1203,13538.0
1204,9416.0
1205,7229.0
1206,10203.0
1207,6794.0
1208,2754.0
1209,10991.0
1210,4668.0
1211,5726.0
1212,14015.0
1213,7480.0
1214,4107.0
1215,11467.0
1216,5796.0
1217,10262.0
1218,14588.0
1219,5298.0
1220,6451.0
1221,6245.0
1222,2071.0
1223,4804.0
1224,7005.0
1225,12284.0
1226,10413.0
1227,6938.0
1228,10287.5
1229,9779.0
1230,4667.0
1231,4544.0
1232,14714.0
1233,7064.0
1234,15554.0
1235,4995.0
1236,6094.0
1237,8075.0
1238,6795.0
1239,14571.0
1240,3919.0
1241,14231.0
1242,2754.0
1243,8277.0
1244,8610.0
1245,15025.0
1246,26890.0
1247,18260.0
1248,8586.0
1249,10844.0
1250,12898.0
1251,8586.0
1252,12524.0
1253,13538.0
1254,12819.0
1255,13584.0
1256,14151.0
1257,13542.0
1258,6558.0
1259,5192.0
1260,4878.0
1261,12898.0
1262,7384.0
1263,3898.0
1264,3383.0
1265,6093.0
1266,12192.0
1267,34273.0
1268,12284.0
1269,3540.0
1270,15898.0
1271,9718.0
1272,7923.0
1273,6093.0
1274,4842.0
1275,8085.0
1276,4823.0
1277,13376.0
1278,8452.0
1279,10844.0
1280,4851.0
1281,7101.5
1282,4823.0
1283,10577.0
1284,12452.0
1285,9330.0
1286,4649.0
1287,7005.0
1288,10844.0
1289,12192.0
1290,4441.0
1291,9021.0
1292,4804.0
1293,3597.0
1294,10413.0
1295,8016.0
1296,10844.0
1297,9663.0
1298,7081.0
1299,6442.0
1300,13587.0
1301,3100.0
1302,14781.0
1303,12898.0
1304,4804.0
1305,4174.0
1306,4591.0
1307,10844.0
1308,8266.0
1309,4823.0
1310,8246.0
1311,13941.0
1312,13376.0
1313,2575.0
1314,12395.0
1315,5022.0
1316,5192.0
1317,7670.0
1318,13007.0
1319,14151.0
1320,6094.0
1321,12797.0
1322,11185.0
1323,8382.0
1324,4544.0
1325,4544.0
1326,13941.0
1327,3359.0
1328,5678.0
1329,18804.0
1330,4049.0
1331,4326.0
1332,12373.0
1333,11633.0
1334,3597.0
1335,5678.0
1336,10660.0
1337,4544.0
1338,4823.0
1339,14960.0
1340,14781.0
1341,23533.0
1342,18260.0
1343,10262.0
1344,4823.0
1345,8361.0
1346,10493.0
1347,17057.0
1348,13355.0
1349,5883.0
1350,9732.0
1351,16376.0
1352,10678.0
1353,12599.0
1354,6575.0
1355,16704.0
1356,10844.0
1357,11654.0
1358,5069.0
1359,5176.0
1360,12819.0
1361,6386.0
1362,15129.0
1363,4435.0
1364,4591.0
1365,6992.0
1366,4174.0
1367,6148.0
1368,9149.0
1369,6128.0
1370,6412.0
1371,10900.0
1372,4256.0
1373,14634.0
1374,7888.0
1375,4804.0
1376,4911.0
1377,6493.0
1378,3543.0
1379,3858.0
1380,9941.0
1381,7229.0
1382,8352.0
1383,14151.0
1384,8535.0
1385,4804.0
1386,8366.0
1387,4106.0
1388,5510.0
1389,15129.0
1390,13029.0
1391,4864.0
1392,5797.0
1393,12692.0
1394,3332.0
1395,10151.0
1396,5135.0
1397,8907.0
1398,5228.0
1399,13753.0
1400,11087.0
1401,14781.0
1402,5224.0
1403,3702.0
1404,2754.0
1405,4483.0
1406,6121.0
1407,5054.0
1408,13555.0
1409,7408.0
1410,5224.0
1411,9694.0
1412,7318.0
1413,5054.0
1414,4030.0
1415,16736.0
1416,2050.0
1417,14260.0
1418,10368.0
1419,6755.0
1420,3502.0
1421,6961.0
1422,4544.0
1423,3841.0
1424,24115.0
1425,9502.0
1426,3100.0
1427,4319.0
1428,2754.0
1429,6461.0
1430,4804.0
1431,5054.0
1432,7229.0
1433,14571.0
1434,3919.0
1435,17057.0
1436,6960.0
1437,16757.0
1438,14871.0
1439,5054.0
1440,12488.0
1441,4823.0
1442,14483.0
1443,14588.0
1444,16079.0
1445,10953.0
1446,6818.0
1447,13941.0
1448,12717.0
1449,4804.0
1450,5406.0
1451,7318.0
1452,3384.0
1453,11410.0
1454,9134.0
1455,7832.0
1456,16736.0
1457,4591.0
1458,12373.0
1459,7652.0
1460,13941.0
1461,16289.0
1462,9165.0
1463,8016.0
1464,5192.0
1465,14939.0
1466,25735.0
1467,14502.0
1468,13817.0
1469,14151.0
1470,15077.0
1471,12192.0
1472,1965.0
1473,3850.0
1474,3175.0
1475,7229.0
1476,16079.0
1477,2754.0
1478,21934.0
1479,10368.0
1480,12898.0
1481,14960.0
1482,7514.0
1483,3597.0
1484,18804.0
1485,6111.0
1486,6015.0
1487,6121.0
1488,10844.0
1489,7229.0
1490,6442.0
1491,4544.0
1492,10493.0
1493,16079.0
1494,6076.0
1495,10408.0
1496,8446.0
1497,13663.0
1498,10671.0
1499,3383.0
1500,9021.0
1501,14533.0
1502,10368.0
1503,3597.0
1504,4077.0
1505,9646.0
1506,3625.0
1507,15129.0
1508,6938.0
1509,16389.0
1510,10562.0
1511,8422.0
1512,3873.0
1513,1840.0
1514,9304.0
1515,3210.0
1516,6147.0
1517,7341.0
1518,8372.0
1519,11333.0
1520,12797.0
1521,6442.0
1522,11087.0
1523,5963.0
1524,3597.0
1525,8529.0
1526,10877.0
1527,5022.0
1528,18371.0
1529,12692.0
1530,4423.0
1531,7229.0
1532,6144.0
1533,10919.0
1534,4148.0
1535,3873.0
1536,11702.0
1537,14871.0
1538,11234.0
1539,6938.0
1540,6093.0
1541,3943.0
1542,8040.0
1543,15129.0
1544,3597.0
1545,8662.0
1546,12121.0
1547,4423.0
1548,4649.0
1549,3597.0
1550,12898.0
1551,9296.0
1552,8855.0
1553,10262.0
1554,3943.0
1555,7038.0
1556,7670.0
1557,8535.0
1558,11319.0
1559,5351.0
1560,6688.0
1561,11087.0
1562,14483.0
1563,5947.0
1564,3514.0
1565,13376.0
1566,14300.0
1567,7480.0
1568,2227.0
1569,6152.0
1570,4409.0
1571,4647.0
1572,4995.0
1573,6902.0
1574,6857.0
1575,12373.0
1576,11789.0
1577,13355.0
1578,11087.0
1579,9345.0
1580,1965.0
1581,6093.0
1582,11841.0
1583,9663.0
1584,14714.0
1585,8529.0
1586,5073.0
1587,7229.0
1588,9194.0
1589,11789.0
1590,2017.0
1591,13217.0
1592,3419.0
1593,10368.0
1594,6027.0
1595,7480.0
1596,7189.0
1597,7276.0
1598,15764.0
1599,14714.0
1600,7888.0
1601,10262.0
1602,15318.0
1603,7757.0
1604,12681.0
1605,13355.0
1606,17267.0
1607,9710.0
1608,13007.0
1609,6741.0
1610,10844.0
1611,12488.0
1612,4423.0
1613,5678.0
1614,12719.0
1615,5054.0
1616,7480.0
1617,6961.0
1618,3841.0
1619,6015.0
1620,7229.0
1621,4319.0
1622,4990.0
1623,16079.0
1624,7754.0
1625,13355.0
1626,14714.0
1627,7452.0
1628,13538.0
1629,31783.0
1630,4667.0
1631,7229.0
1632,14300.0
1633,9526.0
1634,13882.0
1635,4823.0
1636,4483.0
1637,6961.0
1638,9663.0
1639,16704.0
1640,4049.0
1641,3807.0
1642,6442.0
1643,10405.0
1644,6442.0
1645,4823.0
1646,13555.0
1647,5135.0
1648,3383.0
1649,5842.0
1650,16704.0
1651,8372.0
1652,1965.0
1653,3873.0
1654,27992.0
1655,10678.0
1656,8714.0
1657,12797.0
1658,13378.0
1659,3943.0
1660,7191.0
1661,3625.0
1662,7514.0
1663,11134.0
1664,14571.0
1665,12346.0
1666,4544.0
1667,13376.0
1668,11087.0
1669,5515.0
1670,4804.0
1671,3597.0
1672,15353.0
1673,10844.0
1674,7668.0
1675,13817.0
1676,19329.0
1677,16289.0
1678,9663.0
1679,10975.0
1680,4384.0
1681,14714.0
1682,10919.0
1683,13067.0
1684,11789.0
1685,15129.0
1686,7191.0
1687,7451.0
1688,6795.0
1689,6442.0
1690,10262.0
1691,13817.0
1692,13626.0
1693,14388.0
1694,4804.0
1695,5406.0
1696,4611.0
1697,5069.0
1698,3898.0
1699,2754.0
1700,6943.0
1701,14781.0
1702,16079.0
1703,8033.0
1704,6860.0
1705,6953.0
1706,4823.0
1707,4174.0
1708,14300.0
1709,9663.0
1710,3841.0
1711,5000.0
1712,13081.0
1713,12395.0
1714,7452.0
1715,15554.0
1716,13067.0
1717,6565.0
1718,1965.0
1719,4995.0
1720,5734.0
1721,7013.0
1722,12797.0
1723,8586.0
1724,12284.0
1725,7690.0
1726,17024.0
1727,14151.0
1728,4804.0
1729,6069.0
1730,6065.0
1731,13067.0
1732,14231.0
1733,12395.0
1734,5241.0
1735,5232.0
1736,14714.0
1737,3850.0
1738,7258.0
1739,17471.0
1740,4423.0
1741,2227.0
1742,10287.5
1743,8016.0
1744,5626.0
1745,7166.0
1746,6628.0
1747,11627.0
1748,4174.0
1749,14714.0
1750,14151.0
1751,12898.0
1752,12373.0
1753,3943.0
1754,7870.0
1755,8016.0
1756,13007.0
1757,3850.0
1758,4804.0
1759,15554.0
1760,3859.0
1761,11841.0
1762,19332.0
1763,3841.0
1764,4423.0
1765,6027.0
1766,10577.0
1767,16704.0
1768,11789.0
1769,8372.0
1770,8266.0
1771,14781.0
1772,5613.0
1773,7229.0
1774,6093.0
1775,15544.0
1776,6296.0
1777,4804.0
1778,4049.0
1779,6558.0
1780,5775.0
1781,3543.0
1782,17024.0
1783,4050.0
1784,14219.0
1785,26890.0
1786,9653.0
1787,3943.0
1788,8529.0
1789,8849.0
1790,2754.0
1791,8446.0
1792,13067.0
1793,9899.0
1794,12242.0
1795,10368.0
1796,5755.0
1797,10262.0
1798,6643.0
1799,9845.0
1800,11134.0
1801,5583.0
1802,6069.0
1803,13817.0
1804,12797.0
1805,7795.0
1806,11848.0
1807,10919.0
1808,6038.0
1809,5601.0
1810,8119.0
1811,6094.0
1812,8309.0
1813,16079.0
1814,10262.0
1815,13470.0
1816,8016.0
1817,16289.0
1818,10262.0
1819,4823.0
1820,5403.0
1821,12373.0
1822,13552.0
1823,10844.0
1824,10573.0
1825,8625.0
1826,4777.0
1827,5000.0
1828,19329.0
1829,10262.0
1830,13731.0
1831,3943.0
1832,6992.0
1833,13584.0
1834,14924.0
1835,18371.0
1836,7295.0
1837,10321.0
1838,13941.0
1839,12173.0
1840,12681.0
1841,5601.0
1842,15145.0
1843,13377.0
1844,3342.0
1845,8016.0
1846,16736.0
1847,10031.0
1848,6587.0
1849,4030.0
1850,12488.0
1851,16704.0
1852,13587.0
1853,5678.0
1854,7064.0
1855,2754.0
1856,4668.0
1857,4107.0
1858,5894.0
1859,10262.0
1860,13941.0
1861,6451.0
1862,10975.0
1863,11858.0
1864,11410.0
1865,3841.0
1866,13381.0
1867,9021.0
1868,8576.0
1869,9663.0
1870,4441.0
1871,10031.0
